iso3,sex,age,value
AFG,male,88,0.23724183006535948
AFG,male,89,0.23724183006535948
AFG,male,90,0.23724183006535948
AFG,male,91,0.23724183006535948
AFG,male,92,0.23724183006535948
AFG,male,93,0.23724183006535948
AFG,male,94,0.23724183006535948
AFG,male,95,0.23724183006535948
AFG,male,96,0.23724183006535948
AFG,male,97,0.23724183006535948
AFG,male,98,0.23724183006535948
AFG,male,99,0.23724183006535948
AFG,male,100,0.23724183006535948
AFG,female,0,0.3227843137254902
AFG,female,1,0.3227843137254902
AFG,female,2,0.3227843137254902
AFG,female,3,0.3227843137254902
AFG,female,4,0.3227843137254902
AFG,female,5,0.3227843137254902
AFG,female,6,0.3227843137254902
AFG,female,7,0.3227843137254902
AFG,female,8,0.3227843137254902
AFG,female,9,0.3227843137254902
AFG,female,10,0.3227843137254902
AFG,female,11,0.3227843137254902
AFG,female,12,0.3227843137254902
AFG,female,13,0.3227843137254902
AFG,female,14,0.3227843137254902
AFG,female,15,0.3227843137254902
AFG,female,16,0.3227843137254902
AFG,female,17,0.3227843137254902
AFG,female,18,0.3227843137254902
AFG,female,19,0.3227843137254902
AFG,female,20,0.3227843137254902
AFG,female,21,0.3227843137254902
AFG,female,22,0.3227843137254902
AFG,female,23,0.3227843137254902
AFG,female,24,0.3227843137254902
AFG,female,25,0.3227843137254902
AFG,female,26,0.3227843137254902
AFG,female,27,0.3227843137254902
AFG,female,28,0.3227843137254902
AFG,female,29,0.3227843137254902
AFG,female,30,0.3227843137254902
AFG,female,31,0.3227843137254902
AFG,female,32,0.3227843137254902
AFG,female,33,0.3227843137254902
AFG,female,34,0.3227843137254902
AFG,female,35,0.3227843137254902
AFG,female,36,0.3227843137254902
AFG,female,37,0.3227843137254902
AFG,female,38,0.3227843137254902
AFG,female,39,0.3227843137254902
AFG,female,40,0.3227843137254902
AFG,female,41,0.3227843137254902
AFG,female,42,0.3227843137254902
AFG,female,43,0.3227843137254902
AFG,female,44,0.3227843137254902
AFG,female,45,0.3227843137254902
AFG,female,46,0.3227843137254902
AFG,female,47,0.3227843137254902
AFG,female,48,0.3227843137254902
AFG,female,49,0.3227843137254902
AFG,female,50,0.3227843137254902
AFG,female,51,0.3227843137254902
AFG,female,52,0.3227843137254902
AFG,female,53,0.3227843137254902
AFG,female,54,0.3227843137254902
AFG,female,55,0.3227843137254902
AFG,female,56,0.3227843137254902
AFG,female,57,0.3227843137254902
AFG,female,58,0.3227843137254902
AFG,female,59,0.3227843137254902
AFG,female,60,0.3227843137254902
AFG,female,61,0.3227843137254902
AFG,female,62,0.3227843137254902
AFG,female,63,0.3227843137254902
AFG,female,64,0.3227843137254902
AFG,female,65,0.3227843137254902
AFG,female,66,0.3227843137254902
AFG,female,67,0.3227843137254902
AFG,female,68,0.3227843137254902
AFG,female,69,0.3227843137254902
AFG,female,70,0.3227843137254902
AFG,female,71,0.3227843137254902
AFG,female,72,0.3227843137254902
AFG,female,73,0.3227843137254902
AFG,female,74,0.3227843137254902
AFG,female,75,0.3227843137254902
AFG,female,76,0.3227843137254902
AFG,female,77,0.3227843137254902
AFG,female,78,0.3227843137254902
AFG,female,79,0.3227843137254902
AFG,female,80,0.3227843137254902
AFG,female,81,0.3227843137254902
AFG,female,82,0.3227843137254902
AFG,female,83,0.3227843137254902
AFG,female,84,0.3227843137254902
AFG,female,85,0.3227843137254902
AFG,female,86,0.3227843137254902
AFG,female,87,0.3227843137254902
AFG,female,88,0.3227843137254902
AFG,female,89,0.3227843137254902
AFG,female,90,0.3227843137254902
AFG,female,91,0.3227843137254902
AFG,female,92,0.3227843137254902
AFG,female,93,0.3227843137254902
AFG,female,94,0.3227843137254902
AFG,female,95,0.3227843137254902
AFG,female,96,0.3227843137254902
AFG,female,97,0.3227843137254902
AFG,female,98,0.3227843137254902
AFG,female,99,0.3227843137254902
AFG,female,100,0.3227843137254902
ALB,male,0,0.23724183006535948
ALB,male,1,0.23724183006535948
ALB,male,2,0.23724183006535948
ALB,male,3,0.23724183006535948
ALB,male,4,0.23724183006535948
ALB,male,5,0.23724183006535948
ALB,male,6,0.23724183006535948
ALB,male,7,0.23724183006535948
ALB,male,8,0.23724183006535948
ALB,male,9,0.23724183006535948
ALB,male,10,0.23724183006535948
ALB,male,11,0.23724183006535948
ALB,male,12,0.23724183006535948
ALB,male,13,0.23724183006535948
ALB,male,14,0.23724183006535948
ALB,male,15,0.23724183006535948
ALB,male,16,0.23724183006535948
ALB,male,17,0.23724183006535948
ALB,male,18,0.23724183006535948
ALB,male,19,0.23724183006535948
ALB,male,20,0.23724183006535948
ALB,male,21,0.23724183006535948
ALB,male,22,0.23724183006535948
ALB,male,23,0.23724183006535948
ALB,male,24,0.23724183006535948
ALB,male,25,0.23724183006535948
ALB,male,26,0.23724183006535948
ALB,male,27,0.23724183006535948
ALB,male,28,0.23724183006535948
ALB,male,29,0.23724183006535948
ALB,male,30,0.23724183006535948
ALB,male,31,0.23724183006535948
ALB,male,32,0.23724183006535948
ALB,male,33,0.23724183006535948
ALB,male,34,0.23724183006535948
ALB,male,35,0.23724183006535948
ALB,male,36,0.23724183006535948
ALB,male,37,0.23724183006535948
ALB,male,38,0.23724183006535948
ALB,male,39,0.23724183006535948
ALB,male,40,0.23724183006535948
ALB,male,41,0.23724183006535948
ALB,male,42,0.23724183006535948
ALB,male,43,0.23724183006535948
ALB,male,44,0.23724183006535948
ALB,male,45,0.23724183006535948
ALB,male,46,0.23724183006535948
ALB,male,47,0.23724183006535948
ALB,male,48,0.23724183006535948
ALB,male,49,0.23724183006535948
ALB,male,50,0.23724183006535948
ALB,male,51,0.23724183006535948
ALB,male,52,0.23724183006535948
ALB,male,53,0.23724183006535948
ALB,male,54,0.23724183006535948
ALB,male,55,0.23724183006535948
ALB,male,56,0.23724183006535948
ALB,male,57,0.23724183006535948
ALB,male,58,0.23724183006535948
ALB,male,59,0.23724183006535948
ALB,male,60,0.23724183006535948
ALB,male,61,0.23724183006535948
ALB,male,62,0.23724183006535948
ALB,male,63,0.23724183006535948
ALB,male,64,0.23724183006535948
ALB,male,65,0.23724183006535948
ALB,male,66,0.23724183006535948
ALB,male,67,0.23724183006535948
ALB,male,68,0.23724183006535948
ALB,male,69,0.23724183006535948
ALB,male,70,0.23724183006535948
ALB,male,71,0.23724183006535948
ALB,male,72,0.23724183006535948
ALB,male,73,0.23724183006535948
ALB,male,74,0.23724183006535948
ALB,male,75,0.23724183006535948
ALB,male,76,0.23724183006535948
ALB,male,77,0.23724183006535948
ALB,male,78,0.23724183006535948
ALB,male,79,0.23724183006535948
ALB,male,80,0.23724183006535948
ALB,male,81,0.23724183006535948
ALB,male,82,0.23724183006535948
ALB,male,83,0.23724183006535948
ALB,male,84,0.23724183006535948
ALB,male,85,0.23724183006535948
ALB,male,86,0.23724183006535948
ALB,male,87,0.23724183006535948
ALB,male,88,0.23724183006535948
ALB,male,89,0.23724183006535948
ALB,male,90,0.23724183006535948
ALB,male,91,0.23724183006535948
ALB,male,92,0.23724183006535948
ALB,male,93,0.23724183006535948
ALB,male,94,0.23724183006535948
ALB,male,95,0.23724183006535948
ALB,male,96,0.23724183006535948
ALB,male,97,0.23724183006535948
ALB,male,98,0.23724183006535948
ALB,male,99,0.23724183006535948
ALB,male,100,0.23724183006535948
ALB,female,0,0.3227843137254902
ALB,female,1,0.3227843137254902
ALB,female,2,0.3227843137254902
ALB,female,3,0.3227843137254902
ALB,female,4,0.3227843137254902
ALB,female,5,0.3227843137254902
ALB,female,6,0.3227843137254902
